5243,580.2903442382812,nan
4431,11447.595703125,4662.709655761719
3750,9863.0029296875,4085.5037536621094
4285,6250.509765625,3402.8917168511284
2518,2439.737548828125,2675.0131479899087
3345,-2388.251953125,2143.141016438802
3126,-3060.163330078125,1945.2078457302516
3186,-2366.80810546875,1793.569241852014
2429,-1411.5946044921875,1656.1357132684618
3218,-283.62066650390625,1519.5353822200177
2642,1025.5042724609375,1402.5980506630551
5081,2839.63232421875,1288.4486057890506
4824,4481.02783203125,1196.6429419439994
4416,5723.3203125,1106.6229059836253
3890,6780.5576171875,1034.2484142934684
4343,7524.6669921875,978.1454427502927
2440,7823.431640625,929.4397392666317
3833,8176.9580078125,893.3946045714492
2521,6403.806640625,857.168848786037
3693,4982.06982421875,822.810395915373
3216,3939.38134765625,784.8925506801512
3681,3613.347900390625,749.1570354497046
2822,3474.08349609375,715.2442199945722
5015,3912.087158203125,685.3793172274995
5789,1294.683349609375,658.7366249155843
4755,-644.2807006835938,639.578066559586
4556,-1306.0400390625,622.9660117816783
4660,-1194.666748046875,607.9344037171476
2794,-390.57440185546875,593.6901479058806
3676,2665.8134765625,577.004725923223
2026,3415.086669921875,558.8936645296017
2819,3387.65673828125,542.3102962356414
3191,3040.297119140625,525.9184283242555
3373,3112.4130859375,510.1198927376246
2634,3430.34912109375,495.341787686572
5302,5105.87109375,481.8392460964199
4533,5192.66259765625,468.60615662634183
4464,5169.0791015625,456.4229826325373
3942,5334.0791015625,444.9001334369182
4535,5720.15380859375,434.4076770907793
2686,5896.8759765625,424.2882062938811
3721,6413.15869140625,415.849812194246
2649,5725.20751953125,407.4747932482414
3512,5346.86279296875,399.6623494461088
3800,5207.70068359375,391.5268739385365
4135,5348.99853515625,383.52143757130665
2568,5384.45654296875,375.75773833069985
6152,5699.0732421875,369.0378844789235
5186,4763.392578125,361.5461780131354
4897,3697.58154296875,354.34369767129084
4541,3040.90087890625,347.7365911006775
4368,2775.188720703125,341.49496594687486
2787,2806.2724609375,335.5168124890566
3883,2812.739013671875,329.19316756168655
3461,2557.783447265625,323.4640283085991
3231,2614.267822265625,317.88144814190866
2894,2875.46875,312.40165575727457
3443,3257.20361328125,306.92662863257016
2908,3424.797119140625,301.6900210005933
5955,3853.58251953125,296.72509307186755
5316,4058.585205078125,292.363401931911
