[5243],[-1334.3054],6577.305419921875
[4431],[2566.995],1864.0048828125
[3750],[6518.5854],2768.58544921875
[4285],[7775.822],3490.82177734375
[2518],[7534.538],5016.5380859375
[3345],[5823.3],2478.2998046875
[3126],[4205.109],1079.10888671875
[3186],[2933.9956],252.00439453125
[2429],[1998.8125],430.1875
[3218],[1379.5768],1838.4232177734375
[2642],[982.4601],1659.5399169921875
[5081],[911.7946],4169.205383300781
[4824],[933.8487],3890.1513061523438
[4416],[1364.4175],3051.58251953125
[3890],[2057.1548],1832.84521484375
[4343],[2871.3447],1471.6552734375
[2440],[3675.344],1235.343994140625
[3833],[4346.232],513.23193359375
[2521],[4752.83],2231.830078125
[3693],[4976.442],1283.44189453125
[3216],[5000.379],1784.37890625
[3681],[4916.649],1235.64892578125
[2822],[4764.2617],1942.26171875
[5015],[4518.085],496.9150390625
[5789],[4268.764],1520.23583984375
[4755],[4163.61],591.39013671875
[4556],[4163.7866],392.21337890625
[4660],[4184.7153],475.28466796875
[2794],[4235.815],1441.81494140625
[3676],[4182.9424],506.9423828125
[2026],[4060.0752],2034.0751953125
[2819],[3882.229],1063.22900390625
[3191],[3626.5527],435.552734375
[3373],[3374.4048],1.40478515625
[2634],[3159.6536],525.653564453125
[5302],[2970.1423],2331.857666015625
[4533],[2816.6504],1716.349609375
[4464],[2841.8103],1622.189697265625
[3942],[2961.846],980.154052734375
[4535],[3136.5813],1398.418701171875
[2686],[3365.6067],679.606689453125
[3721],[3542.7493],178.250732421875
[2649],[3696.06],1047.06005859375
[3512],[3779.7158],267.7158203125
[3800],[3835.7495],35.74951171875
[4135],[3888.945],246.054931640625
[2568],[3955.2917],1387.291748046875
[6152],[3922.1667],2229.833251953125
[5186],[4061.0095],1124.990478515625
[4897],[4229.1187],667.88134765625
[4541],[4420.8057],120.1943359375
[4368],[4593.5312],225.53125
[2787],[4736.968],1949.9677734375
[3883],[4678.8374],795.83740234375
[3461],[4647.3716],1186.37158203125
[3231],[4530.6514],1299.6513671875
[2894],[4351.423],1457.4228515625
[3443],[4111.441],668.44091796875
[2908],[3873.1438],965.143798828125
[5955],[3605.774],2349.22607421875
[5316],[3522.7478],1793.252197265625
[4586],[3500.9756],1085.0244140625
[4010],[3521.4895],488.510498046875
[4789],[3571.8013],1217.19873046875
[3030],[3727.653],697.653076171875
[5525],[3777.9827],1747.017333984375
[4266],[4047.7788],218.22119140625
[5238],[4196.411],1041.5888671875
[5199],[4463.678],735.32177734375
[3986],[4736.7256],750.7255859375
[3612],[4837.875],1225.875
[3187],[4874.652],1687.65185546875
[3145],[4793.9707],1648.970703125
[3475],[4655.8877],1180.8876953125
[3151],[4500.925],1349.9248046875
[5442],[4258.2656],1183.734375
[4349],[4229.4683],119.53173828125
[4943],[4064.4119],878.588134765625
[3677],[4009.1958],332.19580078125
[4817],[3851.9102],965.08984375
[2837],[3871.3533],1034.353271484375
[3333],[3719.6597],386.65966796875
[3568],[3646.6833],78.683349609375
[3093],[3599.4673],506.46728515625
[3496],[3490.6833],5.316650390625
