8.274611946209552,[8.29055805]
8.38548870041881,[8.27645418]
8.584477938221834,[8.29158593]
8.022240916806537,[8.33277584]
8.36380888451688,[8.24607152]
8.210396255104774,[8.27738319]
8.049427057110695,[8.2609515]
8.136810863675537,[8.22684139]
7.970049304976135,[8.23042558]
8.442685139241176,[8.20148862]
8.46653127661401,[8.27584378]
8.47595444339964,[8.30535932]
8.514589805546123,[8.31728536]
8.03073492409854,[8.32872158]
8.236685322712457,[8.24599895]
8.327726166461412,[8.25493971]
8.143807976771484,[8.27402072]
8.142354276849835,[8.24790936]
8.136518252115291,[8.23877603]
7.945201132412759,[8.2345219]
8.614682812693495,[8.19853336]
8.453401058328458,[8.30515401]
8.355379895253634,[8.31266477]
8.119100837637486,[8.29794483]
8.456593569287309,[8.25148266]
7.936302693201959,[8.2952115]
8.207674424355282,[8.21931678]
8.108021221376747,[8.24082748]
8.114324709155339,[8.23056292]
8.08825472712243,[8.22798165]
8.040768994367578,[8.22227421]
8.029758520440822,[8.21158067]
8.591372589590488,[8.20545516]
8.671115273688494,[8.30262599]
8.363575702750637,[8.35012717]
8.199738960630786,[8.31114246]
8.25712628599743,[8.26928708]
7.893572073504902,[8.26582134]
8.334711621820917,[8.20029181]
8.043984431221553,[8.25690064]
8.12296471523406,[8.22401226]
8.07402621612406,[8.22686512]
8.19118600464279,[8.21885729]
7.920446505142607,[8.23685126]
8.465899897028686,[8.19421718]
8.426611813185,[8.27697227]
8.35608503102148,[8.29740232]
8.337109129562474,[8.29176503]
8.331827004436057,[8.28664509]
8.055157731819678,[8.28410139]
8.363575702750637,[8.23448774]
8.199189359078067,[8.27240867]
8.059592328887545,[8.25603563]
8.23323750070527,[8.22605668]
8.302513718514158,[8.24656433]
8.028129059431759,[8.26545086]
8.715552125907816,[8.22352428]
8.465478755729558,[8.32896166]
8.473241303887054,[8.32120337]
8.412721169819527,[8.32033993]
8.518991573357617,[8.30970965]
